C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_11_966.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_11_966.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_11_966.jpg, 0, 0, 0, 7.810929E-05
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_067.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_067.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_067.jpg, 0, 0, 0, 7.813585E-05
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_171.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_171.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_171.jpg, 0, 0, 0, 7.90603E-05
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_272.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_272.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_272.jpg, 0, 0, 0, 7.83034E-05
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_376.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_376.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_376.jpg, 0, 0.2524221, 0, 0.1992209
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_479.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_479.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_479.jpg, 0, 0.6195596, 0, 0.8763797
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_583.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_583.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_583.jpg, 0, 0.9131763, 0, 1.788291
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_688.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_688.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_688.jpg, -0.0202902, 1, 0, 2.932194
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_793.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_793.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_793.jpg, -0.3167259, 1, 0, 4.091451
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_895.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_895.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_895.jpg, -0.09254012, 1, 0, 5.255882
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_12_997.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_12_997.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_12_997.jpg, 0, 1, 0, 6.635202
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_13_098.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_13_098.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_13_098.jpg, -0.0221316, 1, 0, 7.775302
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_13_199.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_13_199.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_13_199.jpg, -0.3243759, 1, 0, 8.876666
C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\center_2019_11_04_14_54_13_304.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\left_2019_11_04_14_54_13_304.jpg, C:\Users\user\Documents\ChrisSelfDriveCar\AnotherTry\IMG\right_2019_11_04_14_54_13_304.jpg, -0.399216, 1, 0, 9.935815
